ATCOCode,Node
630023571,41586
630023562,41596
630023561,41602
630023601,41552
630023591,41583
630023582,41581
630023581,41581
630023641,41533
630023621,41547
630023620,41542
630023602,41551
630023671,41900
630023662,41849
630023661,41861
630023651,41844
630023471,42142
630023251,43061
630023241,43049
630023231,43057
630023501,41945
630023492,41595
630023491,41593
630023481,42161
630023532,41598
630023531,41598
630023521,41942
630023511,41938
630023552,41604
630023551,41613
630023542,41600
630023541,41600
630021311,44506
630021302,44499
630021301,44498
630021292,44486
630021332,42213
630021331,42213
630021322,44507
630021321,44507
630021352,42215
630021351,42215
630021342,42195
630021341,42213
630021371,44485
630021363,42208
630021362,42215
630021361,42216
630021201,44479
630021192,44479
630021191,44490
630021182,44486
630021222,44456
630021221,44456
630021212,44517
630021211,44475
630021262,44485
630021241,44462
630021232,44442
630021231,44442
630021291,44487
630021282,44462
630021272,42206
630021271,42206
630021501,42172
630021492,42193
630021491,42193
630021482,42209
630021531,42187
630021522,42187
630021521,42187
630021511,42187
630021551,42509
630021542,42509
630021541,42509
630021532,42187
630021581,42527
630021572,42512
630021562,42510
630021561,42510
630021392,42210
630021391,42210
630021381,44476
630021372,44485
630021412,42207
630021411,42206
630021402,42206
630021401,42212
630021441,44485
630021431,42206
630021422,42206
630021421,42206
630021481,42209
630021471,42212
630021461,42209
630021451,42209
630021752,42532
630021751,42532
630021745,42523
630021741,42522
630021772,42207
630021771,42208
630021762,42525
630021761,42525
630021792,42520
630021791,42520
630021782,44590
630021781,44592
630021821,44587
630021812,44605
630021811,44605
630021802,44594
630021611,42510
630021602,42528
630021601,42528
630021592,42519
630021651,42508
630021641,42508
630021631,42525
630021621,42510
630021691,42520
630021681,42520
630021671,42520
630021661,42508
630021712,42508
630021711,42508
630021702,42508
630021701,42508
630021934,44578
630021933,44578
630021932,44586
630021931,44586
630021944,44351
630021943,44351
630021942,44367
630021941,44367
630022121,42975
630022111,42974
630021952,42172
630021951,42172
630022151,42974
630022141,42968
630022131,42994
630022122,42975
630021842,44375
630021841,44376
630021831,44360
630021822,44587
630021871,44450
630021861,44656
630021852,44381
630021851,44381
630021891,44450
630021882,44450
630021881,44450
630021872,44450
630021921,42375
630021912,44354
630021911,44354
630021901,44656
627001010305,5906
627001010300,5906
627001010290,6103
627001010285,6106
627001010335,5874
627001010330,5928
627001010320,6140
627001010310,5928
627001010370,5995
627001010360,5999
627001010350,5962
627001010340,6102
627001010400,5893
627001010395,5904
627001010390,5962
627001010380,5962
627001010160,6059
627001010150,6058
627001010140,6109
627001010135,6076
627001010200,5996
627001010190,5990
627001010180,6103
627001010170,5893
627001010240,6108
627001010230,6106
627001010220,6102
627001010210,5924
627001010280,6108
627001010270,5964
627001010260,5915
627001010250,5989
627001020060,6185
627001020050,6057
627001020040,6081
