SName,TIPLOC,Alpha,Data_Source,EASTING,NORTHING,Cube_Node
NEVILLE HILL DEPOT (EWS),NEVLFPT,0,MCA,432672,432956,999999
NEVILLE HILL DEPOT (FHH),NEVLFHH,0,MCA,432798,432988,999999
NEVILLE HILL T&R.S.M.D,NEVLTMD,0XN,MCA,432777,432981,999999
NEVILLE HILL UP SIDINGS,NEVLHUS,0,MCA,432948,432920,999999
NEW BARNET,NBARNET,NBA,MSN,526518,195983,999999
NEW BARNET SIGNAL K133,NBAR133,0,MCA,526679,195544,999999
NEW BECKENHAM,NBCKNHM,NBC,MSN,536724,170478,999999
NEW BECKENHAM SIDING,NBCKSDG,0,MCA,537112,169898,999999
NEW BIGGIN (DRS),NWBIDRS,0,MCA,360993,529186,999999
NEW BIGGIN (GBRF),NWBIGBR,0,MCA,364684,526821,999999
NEW BIGGIN BRITISH GYPSUM,NWBIBG,0,MCA,364682,526822,999999
NEW BIGGIN WAGON REPAIRS,NWBIREP,0,MCA,364696,526802,999999
NEW BILTON (JARVIS),RUGBJAR,0,MCA,449755,275995,999999
NEW BILTON JARVIS CEMENT,RUGBJCS,0,MCA,448861,275595,999999
NEW BRIGHTON,NBTN,NBN,MSN,330403,393897,999999
NEW BRIGHTON SIDING NO 1,NBTNSD1,0,MCA,330403,393897,999999
NEW BRIGHTON SIDING NO 2,NBTNSD2,0,MCA,330403,393897,999999
NEW BRIGHTON SIGNAL 606,NBTN606,0,MCA,330127,393919,999999
NEW BRIGHTON WALL SIDING,NBTNWSG,0,MCA,330403,393897,999999
NEW CLEE,NEWCLEE,NCE,MSN,528556,410371,999999
NEW CROSS,NWCRELL,NWX,MSN,536708,177154,999999
NEW CROSS,NWCROSS,NWX,MSN,536708,177154,999999
NEW CROSS GATE,NEWXGEL,NXG,MSN,536158,177029,999999
NEW CROSS GATE,NEWXGTE,NXG,MSN,536158,177029,999999
NEW CROSS GATE C.S.D,NEWXCSD,0,MCA,536158,177029,999999
NEW CROSS GATE DPT HDSHUNT,NEWXDHS,0,MCA,536158,177029,999999
NEW CROSS GATE DPT WASH RD,NEWXDWR,0,MCA,536158,177029,999999
NEW CROSS GATE MTNCE DPT,NEWXMDP,0,MCA,536158,177029,999999
NEW CROSS GATE NORTH JCN,NEWXNJN,0,MCA,536158,177029,999999
NEW CROSS GATE SIG L1573,NEWX573,0,MCA,536158,177029,999999
NEW CROSS GATE SIG L1584,NEWX584,0,MCA,536158,177029,999999
NEW CROSS UP SUSSEX LOOP,NEWXUCS,0,MCA,536158,177029,999999
NEW CUMNOCK,NWCMNCK,NCK,MSN,261825,614201,100226
NEW CUMNOCK (GBRF),NWCGBRF,0,MCA,261737,614208,888888
NEW CUMNOCK U.R.S.,NWCMURS,0,MCA,262066,614195,888888
NEW CUMNOCK UP GOODS LOOP,NWCMUGL,0,MCA,261821,614212,888888
NEW CUMNOCK UP LAW MINING,NWCMLM,0,MCA,261668,614225,888888
NEW ELTHAM,NWELTHM,NEH,MSN,543982,173037,999999
NEW ENGLAND NTH JN.,NENGLNN,0,MCA,517512,301414,999999
NEW ENGLAND NTH P479,NENG479,0,MCA,517512,301414,999999
NEW HOLLAND,NHOL,NHL,MSN,508363,424074,999999
NEW HOLLAND BULK SERVICES,NHOLBS,0,MCA,508149,424307,999999
NEW HYTHE,NWHYTHE,NHE,MSN,571216,159920,999999
NEW KEW JN,NEWKEWJ,0,MCA,519132,178091,999999
NEW LANE,NEWLANE,NLN,MSN,342735,413123,999999
NEW MALDEN,NEWMLDN,NEM,MSN,521434,168663,999999
NEW MILLS CENTRAL,NWMILSC,NMC,MSN,399716,385331,999999
NEW MILLS NEWTOWN,NWMILSN,NMN,MSN,399542,384731,999999
NEW MILLS SOUTH JN,NWMILSJ,0,MCA,400734,384425,999999
NEW MILTON,NMILTON,NWM,MSN,424247,95187,999999
NEW PUDSEY,NPUD,NPD,MSN,421152,434312,999999
NEW SOUTHGATE,NEWSGAT,NSG,MSN,528673,192202,999999
NEWARK CASTLE,NWRKCAS,NCT,MSN,479592,354319,999999
NEWARK CROSSING EAST JN,NWRKCEJ,0,MCA,480193,355613,999999
NEWARK F.C.,NWRKFC,0XN,MCA,480139,355492,999999
NEWARK NORTH GATE,NEWANG,NNG,MSN,480504,354505,999999
NEWARK NORTH GATE SIDINGS,NEWANGS,0,MCA,480459,354615,999999
NEWARK SHUNT SDG NORTHGATE,NEWANSH,0,MCA,480612,354265,999999
NEWARK SIGNAL D83,NWRKD83,0,MCA,480240,355215,999999
NEWBOLD JUNCTION,RUGBNBJ,0,MCA,449418,276104,999999
NEWBRIDGE,NBRWGE,NBE,MSN,321024,196661,999999
NEWBRIDGE ISU (CE),NWBGCE,0,MCA,312775,672122,888888
NEWBRIDGE JN,NWBG,0,MCA,312761,672129,888888
NEWBRIDGE JN D.P.L.,NWBGDPL,0,MCA,312399,672070,888888
NEWBURGH,NBRG,0,MCA,322837,718015,888888
NEWBURY,NEWBURY,NBY,MSN,447180,166711,999999
NEWBURY RACECOURSE,NEWBRYR,NRC,MSN,448304,166853,999999
NEWBURY RACECOURSE (CE),NEWBRCE,0,MCA,449023,166831,999999
NEWBURY SIGNAL T2865,NEWB865,0,MCA,447890,166825,999999
NEWBURY SIGNAL T6831,NEWB831,0,MCA,448834,166857,999999
NEWBURY SIGNAL T6844,NEWB844,0,MCA,446720,166672,999999
NEWBURY YARD,NEWBYD,0,MCA,447574,166791,999999
NEWCASTLE,NWCSTLE,NCL,MSN,424621,563801,999999
NEWCASTLE AIRPORT,AIRP,APN,MSN,419566,569516,999999
NEWCASTLE CENTRAL (METRO),NWCSTLL,NCZ,MSN,424639,563896,999999
NEWCASTLE CENTRAL EAST END,NWCSCEE,0,MCA,424621,563801,999999
NEWCASTLE CENTRAL WEST END,NWCSCWE,0,MCA,424621,563801,999999
NEWCASTLE FORTH ISU (CE),NWCSCE,0,MCA,423743,563185,999999
NEWCASTLE JN (STAFFS),STOKNEW,0,MCA,387290,346175,999999
NEWCOURT,NWCOURT,NCO,MSN,296104,90347,999999
NEWCRAIGHALL,NCRAGHA,NEW,MSN,331956,671639,100344
NEWCRAIGHALL TURNBACK SDG,MLRHM21,0,MCA,331995,671541,888888
NEWHAVEN DAY AGGREGATES,NEWHVHA,0,MCA,544755,101945,999999
NEWHAVEN HARBOUR,NEWHVNH,NVH,MSN,544938,100969,999999
NEWHAVEN MARINE,NEWHVNM,0NV,MCA,545063,100682,999999
NEWHAVEN MARINE NO 3 SDG,NEWHVM3,0,MCA,545077,100675,999999
NEWHAVEN MARINE NO 4 SDG,NEWHVM4,0,MCA,545077,100675,999999
NEWHAVEN TOWN,NEWHVNT,NVN,MSN,544934,101489,999999
NEWHAVEN TOWN YARD,NEWHVNY,0,MCA,544934,101489,999999
NEWINGTON,NEWNGTN,NGT,MSN,585759,164990,999999
NEWLAND EAST SIGNAL BOX,NWLANSB,0,MCA,379433,249823,999999
NEWLANDS JN,NWLNDSJ,0,MCA,279932,183746,999999
NEWLANDS LOOP JUNCTION,NWLNDLJ,0,MCA,279226,184084,999999
NEWMARKET,NWMKET,NMK,MSN,564458,262734,999999
NEWPORT (ESSEX),NEWPRTE,NWE,MSN,552242,233577,999999
NEWPORT (MON) MAINDEE E JN,MAINDEJ,NWP,MSN,331984,188376,999999
NEWPORT (S. WALES),NWPTRTG,NWP,MSN,330830,188289,999999
NEWPORT COURTYBELLA SDGS,NWPTCOU,0,MCA,330697,187023,999999
NEWPORT DOCKS,NWPTDKS,0,MCA,330637,186441,999999
NEWPORT DOCKS (SIMSGROUP),NWPTDSG,0,MCA,330352,186452,999999
NEWPORT DOCKS FLINER HH,NWPTFHH,0,MCA,330635,186440,999999
NEWPORT EAST GOODS (FLHH),TEESGFH,0,MCA,446077,518685,999999
NEWPORT EAST JN,TEESNEJ,0,MCA,448045,519940,999999
NEWPORT SIGNAL NT1273,NWPT273,0,MCA,330299,186029,999999
NEWQUAY (CORNWALL),NEWQUAY,NQY,MSN,181659,61591,999999
NEWSHAM BATES STAITHES,NSHMBS,0,MCA,430789,582308,999999
NEWSHAM L.C.,NSHMLC,0,MCA,430444,578875,999999
NEWSTEAD,NWSTEAD,NSD,MSN,452238,352813,999999
NEWSTEAD LOOP,NWSTLP,0,MCA,452238,352813,999999
NEWTN ABBT HACKNY YARD FHH,NABTHAK,0,MCA,287245,72009,999999
NEWTON (STRATHCLYDE),NWTL,NTN,MSN,266427,660457,100235
NEWTON ABBOT HACKNEY YARD,NABTHAC,0,MCA,287246,72011,999999
NEWTON ABBOT WEST JUNCTION,NABTWJ,0,MCA,287100,70348,999999
NEWTON AYCLIFFE,NWTA,NAY,MSN,426602,524359,999999
NEWTON EAST JN,NWTLEJ,0,MCA,267259,660638,888888
NEWTON FOR HYDE,NWTH,NWN,MSN,395614,395551,999999
NEWTON HEATH JN,NWTNHJ,0,MCA,387535,400821,999999
NEWTON HEATH T.M.D.,NWTNHDD,0XN,MCA,387535,400821,999999
NEWTON JN. (WEST MIDLANDS),NEWTNJ,0,MCA,401612,295121,999999
NEWTON JN_(STRATHCLYDE),NWTOAJN,0,MCA,234156,623047,888888
NEWTON SOUTH CONNECT LINE,NWTLSCL,0,MCA,266789,660460,888888
NEWTON ST CYRES,NSTCYRE,NTC,MSN,288093,98880,999999
NEWTON TURNBACK SIDING,NWTKSDG,0,MCA,266803,660453,888888
NEWTON WEST JN,NWTLWJ,0,MCA,265581,660393,888888
NEWTONHILL,NWHL,0,MCA,391046,793552,888888
NEWTONHILL D.R.S.,NWHLDRS,0,MCA,391037,793556,888888
NEWTONHILL U.R.S.,NWHLURS,0,MCA,391046,793552,888888
NEWTON-LE-WILLOWS,NWTNLW,NLW,MSN,359361,395325,999999
NEWTONMORE,NWTM,NWR,MSN,271601,798459,100079
NEWTON-ON-AYR,NWTOA,NOA,MSN,234126,623130,100129
NEWTOWN (POWYS),NWTP,NWT,MSN,311109,291297,999999
NIDDRIE NORTH JN,NIDRINJ,0,MCA,331010,673205,888888
NIDDRIE SOUTH JN,NIDRISJ,0,MCA,331848,671812,888888
NIDDRIE WEST JN,NIDRIWJ,0,MCA,330824,672129,888888
NINE ELMS JN,NINELMJ,0,MCA,529727,177344,999999
NINIAN PARK,NINIANP,NNP,MSN,316692,175953,999999
NITSHILL,NITSH,NIT,MSN,252211,660145,100190
NORBITON,NRBITON,NBT,MSN,519428,169539,999999
NORBURY,NORBURY,NRB,MSN,530727,169711,999999
NORDEN (SWANAGE R),SWNANDN,0,MCA,402503,78494,999999
NORMANS BAY,NRMNSBY,NSB,MSN,568364,105656,999999
NORMANTON,NORMNTN,NOR,MSN,438178,422844,999999
NORTH BERWICK,NBERWCK,NBW,MSN,354612,685147,100333
NORTH BLYTH,NBLYACN,0,MCA,431764,582012,999999
NORTH BLYTH (DBS),NBLYEWS,0,MCA,286200,931659,888888
NORTH BLYTH (FLHH),NBLYFHH,0,MCA,431775,582004,999999
NORTH BLYTH ALCAN GBRF,NBLYAGB,0,MCA,286200,931659,888888
NORTH BLYTH GBRF,NBLYGBF,0,MCA,286200,931659,888888
NORTH BLYTH LOOP,NBLYLP,0,MCA,431528,582272,999999
NORTH BLYTH RP GBRF,NBLYRP,0,MCA,286200,931659,888888
NORTH CAMP,NTHCAMP,NCM,MSN,488627,153688,999999
NORTH DULWICH,NDULWCH,NDL,MSN,532973,174596,999999
NORTH FAMBRIDGE,FAMBDGE,NFA,MSN,585650,197832,999999
NORTH KENT EAST JN,NKENTEJ,0XK,MCA,536148,177952,999999
NORTH LINCOLN JN,NLNCLNJ,0,MCA,491433,411929,999999
NORTH LLANRWST,NLANRST,NLR,MSN,279509,362297,999999
NORTH POLE INTERNATIONAL,NPLEINT,0XN,MCA,523036,182192,999999
NORTH POLE JN,NPOLEJ,0,MCA,523007,181706,999999
NORTH POLE SIGNAL VC813,NPLE813,0,MCA,523007,181706,999999
NORTH POLE SIGNAL VC816,NPLE816,0,MCA,523007,181706,999999
NORTH POLE SIGNAL VC818,NPLE818,0,MCA,523007,181706,999999
NORTH POLE SIGNAL VC820,NPLE820,0,MCA,523036,182192,999999
NORTH POLE TURNBACK SIDING,NPLETB,0,MCA,523129,181549,999999
NORTH QUEENSFERRY,NQNSFRY,NQU,MSN,313152,680811,100310
NORTH ROAD (DARLINGTON),NTRD,NRD,MSN,428969,515689,999999
NORTH SHEEN,NSHEEN,NSH,MSN,519160,175443,999999
NORTH STAFFORD JN,NSJDRBY,0,MCA,430689,329352,999999
NORTH TAWTON,NTAWTN,0,MCA,266559,100012,999999
NORTH WALSHAM,NWALSHM,NWA,MSN,628160,329751,999999
NORTH WALSHAM GBRF,NWALBPL,0,MCA,628295,329414,999999
NORTH WALSHAM SHELL U.K.,NWALSHL,0,MCA,628298,329407,999999
NORTH WALSHAM SIGNAL TB21,NWAL21,0,MCA,628790,328079,999999
NORTH WALSHAM STONE SDGS,NWALSSG,0,MCA,628296,329411,999999
NORTH WEMBLEY,NWEMBLY,NWB,MSN,517672,186185,999999
NORTH WEMBLEY JN,NWEMJN,0,MCA,517591,186439,999999
NORTHALLERTON,NLRTN,NTR,MSN,436407,493183,999999
NORTHALLERTON EAST JN,NLRTEJN,0,MCA,436373,494153,999999
NORTHALLERTON REV LINE,NLRTREV,0,MCA,435953,494426,999999
NORTHALLERTON UP SDGS,NLRTNUS,0,MCA,436407,493183,999999
NORTHALLERTON WENSLEYDALE,NLRTWDR,0,MCA,436021,494123,999999
NORTHAM C.S.D.,NTHMDEP,0XF,MCA,442898,112678,999999
NORTHAM DEPOT RECEPT LINE,NTHMRCL,0,MCA,442873,112796,999999
NORTHAM JN,NTHMJN,0,MCA,442840,112489,999999
NORTHAM SIG. E842,NTHM842,0,MCA,442829,112188,999999
NORTHAMPTON,NMPTN,NMP,MSN,474735,260541,999999
NORTHAMPTON BAY,NMPTBAY,NMP,MSN,474735,260541,999999
NORTHAMPTON BRIDGE ST CE,NMPTBST,0,MCA,475920,259491,999999
NORTHAMPTON C.M.D.,NMPTCMD,0,MCA,476163,259459,999999
NORTHAMPTON CASTLE YARD,NMPTNCY,0,MCA,474764,260694,999999
NORTHAMPTON DGL,NMPTNN4,0,MCA,474656,261537,999999
NORTHAMPTON EMD,NMPTEMD,0XN,MCA,474604,261744,999999
NORTHAMPTON EMU ARRIVALS,NMPTEMA,0,MCA,286200,931659,888888
NORTHAMPTON MILL LANE JN,NMPTMLJ,0,MCA,474346,262705,999999
NORTHAMPTON NORTH JN,NMPTNNJ,0,MCA,474658,261114,999999
NORTHAMPTON RIVER SDGS,NMPTNRS,0,MCA,474695,260546,999999
NORTHAMPTON SIGNAL RY1050,NMPT050,0,MCA,474266,263055,999999
NORTHAMPTON SIGNAL RY1216,NMPT216,0,MCA,474652,261156,999999
NORTHAMPTON SOUTH JN,NMPTNSJ,0,MCA,474738,260352,999999
NORTHAMPTON T.C.,NMPTNTC,0,MCA,474687,261735,999999
NORTHAMPTON TC UP SIDINGS,NMPTNUS,0,MCA,474687,261735,999999
NORTHAMPTON UP RECEPTION,NMPTUR,0,MCA,474669,261721,999999
NORTHENDEN BLUE CIRCLE,NTHNDBC,0,MCA,383215,389091,999999
NORTHENDEN GROUND FRAME,NTHNDGF,0,MCA,383474,389129,999999
NORTHENDEN JN,NTHNDNJ,0,MCA,383474,389129,999999
NORTHENDEN LAFARGE (FLHH),NTHNDFL,0,MCA,383474,389129,999999
NORTHENDEN R.T.S.,NTHNRTS,0,MCA,383706,389110,999999
NORTHENDEN R.T.S. (FLHH),NTHNFHH,0,MCA,383644,389127,999999
NORTHENDEN SIG NJ8,NTHNDJ8,0,MCA,383474,389129,999999
NORTHFIELD,NRTF,NFD,MSN,402475,278923,999999
NORTHFLEET,NRTHFLT,NFL,MSN,561602,174440,999999
NORTHFLEET JUNCTION,NRTHFTJ,0,MCA,561602,174440,999999
NORTHFLEET LAFARGE,NRTHFTL,0,MCA,561602,174440,999999
NORTHOLT JUNCTION,NTHOJN,0,MCA,511348,185326,999999
NORTHOLT PARK,NTHOLTP,NLT,MSN,513831,185563,999999
NORTHOLT PARK JN,NTHOPKJ,0,MCA,513831,185563,999999
NORTHOLT SIDINGS,NTHOLTS,0,MCA,511770,185136,999999
NORTHORPE S.B.,NTHPSB,0,MCA,490534,396571,999999
NORTHUMBERLAND PARK,NMBRLPK,NUM,MSN,534850,190941,999999
NORTHWICH,NTHWICH,NWI,MSN,366954,373926,999999
NORTHWICH EAST JN,NTHWCEJ,0,MCA,367987,374343,999999
NORTHWICH SOUTH JN,NTHWCSJ,0,MCA,366909,373434,999999
NORTHWICH T.C.,NTHWCSG,0,MCA,367553,374131,999999
NORTHWICH WEST JN,NTHWCWJ,0,MCA,366510,373598,999999
NORTHWOOD,NTWD,0,MCA,509262,191328,999999
NORTON BRIDGE,NTNB,NTB,MSN,387286,329838,999999
NORTON EAST JN.,NORTONE,0,MCA,443189,522489,999999
NORTON FITZWARREN,NTNFTZN,0,MCA,320148,125638,999999
NORTON JN,NRTNJN,0,MCA,388330,250979,999999
NORTON LC (ACTON GRANGE),ACGJNLX,0,MCA,356579,381645,999999
NORTON LEVEL CROSSING,ASKRNLC,0,MCA,455548,415295,999999
NORTON SOUTH JN.,NORTONS,0,MCA,443065,522004,999999
NORTON WEST JN,NORTONW,0,MCA,442622,522335,999999
NORWICH,NRCH,NRW,MSN,624006,308263,999999
NORWICH C.PT. T.&R.S.M.D,NRCHTMD,0XN,MCA,624652,307914,999999
NORWICH CROWN PT SG CP1491,NRCH141,0,MCA,624565,308010,999999
NORWICH CROWN PT SI CP1498,NRCH149,0,MCA,625074,308074,999999
NORWICH GB RAILFREIGHT,NRCHGBF,0,MCA,624034,308175,999999
NORWICH STN C.S.D.,NRCHCSD,0XN,MCA,624130,308192,999999
NORWICH T.C.,NRCHTC,0,MCA,624037,308175,999999
NORWICH THORPE CE SIDINGS,NRCHTHP,0,MCA,624017,308176,999999
NORWICH VICTORIA,NRCHVIC,0,MCA,624296,306990,999999
NORWOOD BOOKING ON POINT,NORWBOP,0,MCA,533583,167328,999999
NORWOOD FORK JN.,NORWDFJ,0,MCA,533583,167328,999999
NORWOOD JN.,NRWDJN,0,MCA,423568,561612,999999
NORWOOD JUNCTION,NORWDJ,NWD,MSN,534019,168161,999999
NORWOOD TURNBACK SIDING,NORWDDY,0,MCA,533777,167521,999999
NOTTINGHAM,NTNG,NOT,MSN,457708,339228,999999
NOTTINGHAM BRANCH JN,GTHMNBJ,0,MCA,490984,336153,999999
NOTTINGHAM EAST JN,NTNGMEJ,0,MCA,457899,339239,999999
NOTTINGHAM EASTCROFT,NTNGMCS,0,MCA,458213,339220,999999
NOTTINGHAM HOLDING SDGS,NTNGMHS,0,MCA,458202,339177,999999
NTHRCLU,NTRCLGH,0,MCA,312098,585935,888888
NUNEATON,NNTN,NUN,MSN,436428,292235,999999
NUNEATON ABBEY JN,NNTNABJ,0,MCA,435420,292537,999999
NUNEATON CEMETARY SDGS,NNTNVTC,0,MCA,436909,291789,999999
NUNEATON CHILVERS COTON JN,NNTNCHC,0,MCA,436320,290971,999999
NUNEATON CIVIL ENGINEERS,NNTNCVE,0,MCA,436884,291789,999999
NUNEATON HS/'A'SDGS,NNTNHS,0,MCA,436200,292514,999999
NUNEATON MIDLAND JN,NNTNMID,0,MCA,437718,291749,999999
NUNEATON MIDLAND YARD JN,NNTNMYJ,0,MCA,437718,291749,999999
NUNEATON SIG NL1266,NNTN266,0,MCA,436002,292675,999999
NUNEATON SIG NL3427,NNTN427,0,MCA,437816,287851,999999
NUNEATON SIG NL3446,NNTN446,0,MCA,433662,295042,999999
NUNEATON SIG NL9550,NNTN550,0,MCA,435614,293059,999999
NUNEATON SIG NW4242,NNTN242,0,MCA,434733,292098,999999
NUNEATON SIG RN5433,NNTN433,0,MCA,436942,291656,999999
NUNEATON SIG RN9539,NNTN539,0,MCA,426648,302910,999999
NUNEATON SIG. WN1261,NNTN261,0,MCA,437059,291662,999999
NUNEATON SIGNAL NW4226,NNTN226,0,MCA,435871,292715,999999
NUNEATON SIGNAL WN4205,NNTN205,0,MCA,437681,291740,999999
NUNEATON SOUTH JN,NNTNSHJ,0,MCA,436720,291935,999999
NUNHEAD,NUNHEAD,NHD,MSN,535332,176015,999999
NUNHEAD JN,NUNHEDJ,0,MCA,535332,176015,999999
NUNNERY MAIN LINE JN,NNRYMLJ,0,MCA,436188,387502,999999
NUNTHORPE,NUNTHRP,NNT,MSN,453827,515068,999999
NUTBOURNE,NUTBORN,NUT,MSN,478678,105772,999999
NUTFIELD,NUTFILD,NUF,MSN,530496,149172,999999
OAKAMOOR,STOKOAK,0,MCA,404490,345102,999999
OAKENGATES,OAKNGTS,OKN,MSN,369677,310683,999999
OAKENSHAW JN,OKNSHWJ,0,MCA,435018,419198,999999
OAKENSHAW SOUTH JN,OKNSHSJ,0,MCA,435510,418358,999999
OAKHAM,OAKHAM,OKM,MSN,485676,309042,999999
OAKLEIGH PARK,OKLGHPK,OKL,MSN,526996,194802,999999
OAKLEIGH SDGS VALE ROYAL,NTHWOVR,0,MCA,364815,374668,999999
OAKLEIGH SIDINGS,NTHWOS,0,MCA,365300,373824,999999
OAKLEIGH SIDINGS FLHH,NTHWFHH,0,MCA,365298,373819,999999
OAKLEY VIADUCT,SNBKOV,0,MCA,501151,254399,999999
OBAN,OBAN,OBN,MSN,185767,729871,100054
OBAN G.F.,OBANGF,0,MCA,185627,729788,888888
OCKENDON,OCKENDN,OCK,MSN,558984,182819,999999
