SName,TIPLOC,Alpha,Data_Source,EASTING,NORTHING,Cube_Node
DUMPTON PARK,DUMPTNP,DMP,MSN,638554,166330,999999
DUNBALL,BRDGDUN,0,MCA,331338,141047,999999
DUNBAR,DUNBAR,DUN,MSN,368051,678480,100342
DUNBAR DOWN SDGS CE,DUNBDCE,0,MCA,368183,678452,888888
DUNBAR UP SDGS CE,DUNBUCE,0,MCA,368183,678452,888888
DUNBLANE,DUNANE,DBL,MSN,278105,700955,100078
DUNBLANE C.E.,DUNANCE,0,MCA,278105,700955,888888
DUNBLANE D.P.L.,DUNADPL,0,MCA,278105,700955,888888
DUNBLANE DRS ISU (CE),DUNADRS,0,MCA,278006,701292,888888
DUNBLANE S.B.,DUNANSB,0,MCA,278051,701142,888888
DUNCRAIG,DUNCRAG,DCG,MSN,181197,833221,100017
DUNDEE,DUNDETB,DEE,MSN,340149,729739,100091
DUNDEE CENTRAL JN,DUNDCJ,0,MCA,339738,729550,888888
DUNDEE CENTRAL JN C.E.,DUNDCJC,0,MCA,339738,729550,888888
DUNDEE H.S.,DUNDEHS,0XD,MCA,339983,729695,888888
DUNDEE HEAD SHUNT,DUNDHSH,0,MCA,340149,729739,888888
DUNDEE WEST C.E.,DUNDWCE,0,MCA,339874,729655,888888
DUNDEE WEST T.C.,DUNDWTC,0DU,MCA,339874,729655,888888
DUNFERMLINE QUEEN MARGARET,DNFRMQM,DFL,MSN,311635,688411,100312
DUNFERMLINE TOWN,DNFRMLE,DFE,MSN,309695,687103,100302
DUNGENESS,DUNGENS,0,MCA,607514,119308,999999
DUNGENESS BRITISH ENERGY,LYDCEGB,0,MCA,607514,119308,999999
DUNKELD & BIRNAM,DUNKELD,DKD,MSN,303110,741644,100083
DUNKELD & BIRNAM UP SDG,DUNKUS,0,MCA,303212,741594,888888
DUNLOP,DNLP,DNL,MSN,241000,649405,100151
DUNRAGIT,DNRAGIT,0,MCA,214806,557459,888888
DUNROBIN CASTLE,DNROBIN,DNO,MSN,284965,901286,100002
DUNROD,DUNROD,0,MCA,222427,673156,888888
DUNSTON,DNSN,DOT,MSN,423076,561761,999999
DUNTON GREEN,DTNG,DNG,MSN,551471,157502,999999
DURHAM,DRHM,DHM,MSN,427011,542834,999999
DURHAM SIG TY358,DRHM358,0,MCA,427286,543324,999999
DURHAM SIG.TY357,DRHM357,0,MCA,427471,543703,999999
DURNSFORD ROAD STAFF HALT,DRNSFDR,0,MCA,525534,171966,999999
DURRINGTON-ON-SEA,DRNGTOS,DUR,MSN,512007,103192,999999
DUXFORD,DUXFORD,0,MCA,548738,245658,999999
DYCE,DYCE,DYC,MSN,388455,812795,100047
DYCE RAITHS FARM F.D.,DYCERFM,0,MCA,388472,813481,888888
DYFFRYN ARDUDWY,DYFRYNA,DYF,MSN,258161,323318,999999
DYNEVOR GROUND FRAME,DYNEGF,0,MCA,272729,196057,999999
DYNEVOR JN,DYNEVRJ,0,MCA,272729,196057,999999
EAGLESCLIFFE,EGLSCLF,EAG,MSN,442171,515141,999999
EAGLESCLIFFE DOWN LOOP,EGLSCDL,0,MCA,442327,515632,999999
EAGLESCLIFFE MARSHALLS EWS,EGLSMSL,0,MCA,442176,515296,999999
EALING BROADWAY,ACTONW,EAL,MSN,519009,180940,999999
EALING BROADWAY,EALINGB,EAL,MSN,518045,180894,999999
EARLE SIDINGS (FLHH),EARLFHH,0,MCA,417124,384391,999999
EARLES SDGS S.B.,ERLESDG,0,MCA,417216,384259,999999
EARLESTOWN,ERLSTWN,ERL,MSN,357783,395142,999999
EARLESTOWN SOUTH JN,ERLSTSJ,0,MCA,357944,394971,999999
EARLESTOWN WEST JN,ERLSTWJ,0,MCA,357663,395095,999999
EARLEY,ERLY,EAR,MSN,475336,171890,999999
EARLS COURT LUL,ELCT,ZET,MSN,525403,178420,999999
EARLSEAT HALL CONSTRUCTION,ERSTHCS,0,MCA,331714,698749,888888
EARLSFIELD,ERLFLD,EAD,MSN,526071,173066,999999
EARLSTOWN UP & DOWN LOOP,ERLSUDL,0,MCA,357588,395063,999999
EARLSWOOD (SURREY),EARLSWD,ELD,MSN,527817,149166,999999
EARLSWOOD (WEST MIDLANDS),ELWD,EWD,MSN,409537,274286,999999
EARLSWOOD SIGNAL T1136,EARL136,0,MCA,527884,148622,999999
EARLSWOOD SIGNAL T206,EARL206,0,MCA,527817,149166,999999
EAST BOLDON,EBOLDON,EBL,MSN,437215,561470,999999
EAST BOLDON UP LOOP,EBOLDUL,0,MCA,436861,561730,999999
EAST COWTON XOVERS,DLTNECX,0,MCA,431740,503980,999999
EAST CROYDON,ECROYDN,ECR,MSN,532871,165702,999999
EAST CROYDON SIGNAL T1065,ECRO065,0,MCA,532912,166243,999999
EAST CROYDON UP SIDINGS,ECROUS,0,MCA,532880,166164,999999
EAST DIDSBURY,EDIDBRY,EDY,MSN,385345,390312,999999
EAST DULWICH,EDULWCH,EDW,MSN,533437,175335,999999
EAST FARLEIGH,EFARLGH,EFL,MSN,573423,153600,999999
EAST GARFORTH,EGRFRTH,EGF,MSN,441501,433062,999999
EAST GRIMSTEAD E.C.C.,EGRMECC,0,MCA,422600,127114,999999
EAST GRINSTEAD,EGRNSTD,EGR,MSN,538788,138188,999999
EAST GRINSTEAD SIDINGS,EGRNSID,0,MCA,538788,138188,999999
EAST HAM DEP COUNTRY E. JN,EHMDCEJ,0,MCA,543490,184818,999999
EAST HAM E.M.U.D.,EHMEMUD,0XE,MCA,543435,184838,999999
EAST HOLMES S B,EHOLMSB,0,MCA,497252,371028,999999
EAST KILBRIDE,EKILBRD,EKL,MSN,263305,654675,100228
EAST LANGTON,MRKTELN,0,MCA,472123,291904,999999
EAST LEAKE,LOGHEL,0,MCA,455219,327830,999999
EAST MALLING,EMALING,EML,MSN,570243,156891,999999
EAST MIDLANDS PARKWAY,EMPKWAY,EMD,MSN,449666,330113,999999
EAST PECKHAM REVERSE,EPCKHMR,0,MCA,568097,148986,999999
EAST PECKHAM TIP,EPCKHMT,0,MCA,568097,148986,999999
EAST PUTNEY,EPUTNEY,0ZP,MCA,524393,174849,999999
EAST SOMERSET JN,ESTSOMJ,0,MCA,374222,140701,999999
EAST TILBURY,ETILBRY,ETL,MSN,567620,178921,999999
EAST USK BRANCH,EUSKBCH,0,MCA,333587,187589,999999
EAST USK BRANCH ALPHASTEEL,EUSKALS,0,MCA,333427,185129,999999
EAST USK BRANCH BIRDPORT,EUSKBDP,0,MCA,333587,187589,999999
EAST USK JN.,EUSKJN,0,MCA,333376,187736,999999
EAST USK JN. N. Y.,EUSKJNY,0,MCA,332855,187795,999999
EAST USK ORB WORKS EWS,EUSKORB,0,MCA,332729,186435,999999
EAST WIMBLEDON,WDONEDP,0,MCA,525610,172128,999999
EAST WORTHING,EWRTHNG,EWR,MSN,515935,103729,999999
EASTBOURNE,EBOURNE,EBN,MSN,561016,99187,999999
EASTBOURNE C.S.,EBOUCS,0XE,MCA,561016,99187,999999
EASTBOURNE SIDINGS,EBOUSID,0,MCA,561244,99418,999999
EASTBOURNE SIGNAL EB501,EBOU501,0,MCA,561016,99187,999999
EASTBROOK,EASTBRK,EBK,MSN,316250,171669,999999
EASTCROFT DOWN SIDINGS,NTNGPCS,0,MCA,458215,339249,999999
EASTERHOUSE,ESHS,EST,MSN,268218,664970,100239
EASTERN JN (SITTINGBOURNE),EJSTNGB,0,MCA,589775,164123,999999
EASTFIELD H.S.,EFLDTMD,0XE,MCA,259997,668566,888888
EASTFIELD PASSENGER LOOP,EFLDPL,0,MCA,259958,668607,888888
EASTGATE BLUE CIRCLE,EGATEBC,0,MCA,394968,538437,999999
EASTHAM RAKE,ESTHRAK,ERA,MSN,334709,379426,999999
EASTLEIGH,ELGH,ESL,MSN,445745,119013,999999
EASTLEIGH AGGREGATE SDGS.,ELGHAGG,0,MCA,445797,118697,999999
EASTLEIGH ARLINGTON (ZG),ELGHBRM,0XF,MCA,445698,118692,999999
EASTLEIGH AXIOM C&W SDGS,ELGHPAD,0,MCA,446029,120088,999999
EASTLEIGH D.C.S.,ELGHDCS,0XE,MCA,445624,118403,999999
EASTLEIGH DPT FREIGHTLINER,ELGHFLD,0,MCA,445645,118146,999999
EASTLEIGH EAST JN,ELGHEJN,0,MCA,445710,118812,999999
EASTLEIGH EAST YARD,ELGHENY,0,MCA,446030,120131,999999
EASTLEIGH H.S.,ELGHHS,0,MCA,445929,117841,999999
EASTLEIGH LWR DEPOT,ELGHLWR,0,MCA,446078,120052,999999
EASTLEIGH MARCROFT SIDING,ELGHMCS,0,MCA,445849,118744,999999
EASTLEIGH MARSHALLING YARD,ELGHMY,0,MCA,445849,118744,999999
EASTLEIGH SIG. E105,ELGH105,0,MCA,445890,120020,999999
EASTLEIGH SIG. E81,ELGH81,0,MCA,445745,119013,999999
EASTLEIGH SIGNAL 222,ELGH222,0,MCA,445710,118812,999999
EASTLEIGH SIGNAL E228,ELGH228,0,MCA,445717,119431,999999
EASTLEIGH SIGNAL E230,ELGH230,0,MCA,445710,118812,999999
EASTLEIGH SIGNAL E85,ELGH85,0,MCA,445643,118508,999999
EASTLEIGH SIGNAL E862,ELGH862,0,MCA,446501,117862,999999
EASTLEIGH SOUTH JN,ELGHSJN,0,MCA,446123,118204,999999
EASTLEIGH TRSMD,ELGHTMD,0XE,MCA,445643,118152,999999
EASTLEIGH VIRTUAL QUARRY,ELGHVQ,0,MCA,445801,118738,999999
EASTLEIGH WEST JUNCTION,ELGHWJN,0,MCA,445792,119381,999999
EASTLEIGH WORKS GBRF,ELGHGBR,0,MCA,445794,118704,999999
EASTLEIGH WORKS-ALSTOM-FL,ELGHAFL,0,MCA,445797,118697,999999
EASTRIGGS CROSSOVER,ERIGCRO,0,MCA,323644,566263,888888
EASTRIGGS M.O.D.,ERIGMOD,0,MCA,323644,566263,888888
EASTRINGTON,ESTRNGT,EGN,MSN,480056,429447,999999
EASTWOOD,HALREST,0,MCA,394405,424500,999999
EBBW JN,EBBWJ,0,MCA,330292,186015,999999
EBBW VALE PARKWAY,EBWVPWY,EBV,MSN,317443,207410,999999
EBBW VALE STH GROUND FRAME,EBWVSGF,0,MCA,317443,207410,999999
ECCLEFECHAN,ECLFECH,0,MCA,318455,575449,888888
ECCLES,ECCLES,ECC,MSN,378021,398800,999999
ECCLES RD EXCHANGE SIDINGS,ECLREXC,0,MCA,601591,289703,999999
ECCLES RD JOHNSTON'S SDG,ECLRDJS,0,MCA,601600,289720,999999
ECCLES ROAD,ECLR,ECS,MSN,601817,290060,999999
ECCLES ROAD FHH,ECLRFHH,0,MCA,601591,289703,999999
ECCLES UP GOODS LOOP,ECCLUGL,0,MCA,377908,398821,999999
ECCLESFIELD WEST S.B.,ECLSFLW,0,MCA,436856,393954,999999
ECCLESTON PARK,ECPK,ECL,MSN,348248,392944,999999
ECKINGTON LOOP,ECKNGTL,0,MCA,392333,240726,999999
EDALE,EDALE,EDL,MSN,412261,385339,999999
EDALE REFUGE SIDINGS,EDALERS,0,MCA,412261,385339,999999
EDDERTON,EDERTON,0,MCA,270827,885397,888888
EDEN PARK,EDPK,EDN,MSN,537365,167585,999999
EDEN VALLEY GOODS LOOP,EDENVGL,0,MCA,354040,525763,999999
EDENBRIDGE,EDNB,EBR,MSN,544048,147490,999999
EDENBRIDGE TOWN,EDNT,EBT,MSN,544524,146588,999999
EDGE HILL,EDGH,EDG,MSN,337140,389943,999999
EDGE HILL CAR. M.D.,EDGHCMD,0,MCA,338053,389960,999999
EDGE HILL DOWN WAPPING,EDGHDWG,0XD,MCA,337092,389867,999999
EDGE HILL GULLET SDGS,EDGHGTS,0,MCA,337227,389871,999999
EDGE HILL INTERCITY DEPOT,EDGHDHS,0XE,MCA,338053,389960,999999
EDGE HILL S.B.,EDGHSB,0,MCA,337706,390007,999999
EDGE LANE JN,EDGELAJ,0,MCA,333277,395279,999999
EDGELEY JN NO1,STKPE1,0,MCA,389163,388978,999999
EDGELEY JN NO2,STKPE2,0,MCA,389276,389435,999999
EDINBURGH,EDINBUR,EDB,MSN,325686,673811,100320
EDINBURGH PARK,EDINPRK,EDP,MSN,318402,671276,100307
EDINBURGH SIGNAL E815,EDIN815,0,MCA,326391,673981,888888
EDMONTON GREEN,EDMNGRN,EDR,MSN,534270,193460,999999
EDWALTON,OLDDEDW,0,MCA,472118,319373,999999
EFFINGHAM JN SIGNAL GD1322,EFNG322,0,MCA,510000,155527,999999
EFFINGHAM JN SIGNAL WX98,EFNGS98,0,MCA,510103,155621,999999
EFFINGHAM JN. C.H.S.,EFNGSHD,0XE,MCA,510103,155621,999999
EFFINGHAM JUNCTION,EFNGHMJ,EFF,MSN,510103,155621,999999
EFFINGHAM JUNCTION NECK,EFNGJNK,0XF,MCA,510012,155530,999999
EGGBORO' (WHITLEY BDGE JN),WHTBJCN,0,MCA,456118,422839,999999
EGGBOROUGH P.S. (FLHH),EGBRFLH,0,MCA,457210,424277,999999
EGGBOROUGH P.S. (GBRF),EGBRGBF,0,MCA,457207,424274,999999
EGGBOROUGH POWER STATION,EGBROPS,0,MCA,457209,424275,999999
EGGESFORD,EGGESFD,EGG,MSN,268217,111473,999999
EGGINTON JN,EGNGTNJ,0,MCA,425681,329511,999999
EGHAM,EGHAM,EGH,MSN,501176,171065,999999
EGLINTON ST JN,EGLNSTJ,0,MCA,258549,663981,888888
EGTON,EGTON,EGT,MSN,480422,505379,999999
ELDERSLIE,ELDRSLI,0,MCA,245162,663386,888888
ELDERSLIE (FLINER),ELDRFLT,0,MCA,245162,663386,888888
ELDERSLIE C.E.,ELDRSCE,0,MCA,245162,663386,888888
ELDERSLIE SIG PE143,ELDR143,0,MCA,245162,663386,888888
ELDERSLIE U.P.L.,ELDRUPL,0,MCA,245173,663404,888888
ELDERSLIE US (DRS),ELDRDRS,0,MCA,243651,663141,888888
ELEPHANT & CASTLE,ELPHNAC,EPH,MSN,532087,178936,999999
ELEPHANT & CASTLE (LT),EPHT,0ZE,MCA,531969,179001,999999
ELFORD,ELFORDL,0,MCA,420241,310317,999999
ELGIN,ELGIN,ELG,MSN,321845,862184,100042
ELGIN S.B.,ELGINSB,0,MCA,321380,862172,888888
ELGIN YARD,ELGINY,0,MCA,322147,862221,888888
ELL BOUNDARY NLL,ELLBNLL,0,MCA,531314,184624,999999
ELLAND,ELLAND,0EL,MCA,410762,421567,999999
ELLESMERE PORT,ELSMPRT,ELP,MSN,340373,376496,999999
ELLESMERE PORT (DB SCHENKE,ELSMPDB,0,MCA,340373,376496,999999
ELLESMERE PORT (FHH),ELSMPFH,0,MCA,340373,376496,999999
ELLESMERE PORT ASSTD OCTEL,ELSMPOC,0,MCA,341417,376599,999999
ELLESMERE PORT CAWOODS,ELSMPCS,0,MCA,340373,376496,999999
ELLESMERE PORT EAST SDGS,ELSMRPE,0,MCA,341419,376409,999999
ELLESMERE PORT GBF,ELSMGBF,0,MCA,340373,376496,999999
ELLESMERE PORT GOODS YARD,ELSMPGY,0,MCA,340373,376496,999999
ELLESMERE PORT L.H.S.,ELSMLHS,0,MCA,341419,376409,999999
ELLESMERE PORT M WHARF FHH,ELSMMWF,0,MCA,339829,376809,999999
ELLESMERE PORT T.C.,ELSMPTC,0,MCA,341419,376409,999999
ELLESMERE PORT U&DGL,ELSMUDG,0,MCA,341388,376374,999999
ELLESMERE PORT WEST SDGS,ELSMRPW,0,MCA,339739,376592,999999
ELMERS END,ELMERSE,ELE,MSN,535785,168377,999999
ELMESTHORP,HINCELM,0,MCA,446683,295758,999999
ELMSTEAD WOODS,ELMW,ESD,MSN,542261,170630,999999
ELMSWELL,ELMSWEL,ESW,MSN,598951,263992,999999
ELMTON & CRESSWELL JN.,ELMTNAC,0,MCA,452368,374363,999999
ELSECAR,ELSC,ELR,MSN,438060,400358,999999
ELSENHAM,ELSENHM,ESM,MSN,553372,226992,999999
ELSHAM,ELSHAM,0,MCA,502309,410128,999999
ELSTOW,ELSTOW,0,MCA,504060,245476,999999
ELSTOW REDLAND SDG,ELSTORS,0,MCA,504132,245706,999999
ELSTREE & BOREHAMWOOD,ELTR,ELS,MSN,519086,196307,999999
ELTHAM,ELTHAM,ELW,MSN,542707,174954,999999
ELTON & ORSTON,ELTON,ELO,MSN,477002,340028,999999
ELVAN WATER VIADUCT,ELVWATV,0,MCA,305864,605759,888888
ELVANFOOT,ELVFOOT,0,MCA,295420,617173,888888
ELY,ELYY,ELY,MSN,554312,279353,999999
ELY DOCK JN,ELYYDLN,0,MCA,554011,278759,999999
ELY DOWN THROUGH SIDING,ELYYDTS,0,MCA,554181,279153,999999
ELY MLF PAPWORTH SIDINGS,ELYYPAW,0,MCA,555971,280995,999999
ELY NORTH JN,ELYYNJN,0XY,MCA,555898,280938,999999
ELY NORTH SIG CA776 (GPL),ELYY776,0,MCA,555967,280993,999999
ELY PAPWORTH SDGS GBRF,ELYYGBF,0,MCA,555967,280993,999999
ELY PAPWORTH SIDINGS FLT,ELYYFLT,0,MCA,555967,280993,999999
ELY RECP.,ELYYREC,0,MCA,554181,279153,999999
ELY SIGNAL CA259,ELYY259,0,MCA,554007,278492,999999
ELY UP GOODS LOOP,ELYYUGL,0,MCA,554312,279353,999999
ELY WEST JN,ELYYWJN,0,MCA,556278,281995,999999
EMERSON PARK,EMRSPKH,EMP,MSN,553969,187865,999999
EMSWORTH,EMSWTH,EMS,MSN,474763,106329,999999
ENDON,STOKEND,0,MCA,392830,353145,999999
ENERGLYN & CHURCHILL PARK,ERGNCHP,ECP,MSN,314951,187930,999999
ENFIELD CHASE,ENFC,ENC,MSN,532173,196627,999999
ENFIELD LOCK,ENFLDLK,ENL,MSN,536425,198700,999999
ENFIELD TOWN,ENFLDTN,ENF,MSN,533012,196510,999999
ENFIELD TOWN SIGNAL L5531,ENFL531,0,MCA,536425,198700,999999
ENGINE SHED JN GOOLE,GOOLESJ,0,MCA,472874,422440,999999
ENGINE SHED JN.,ESJLEDS,0XE,MCA,429423,432431,999999
ENGLAND LANE LC,KNTNELL,0,MCA,450056,423529,999999
ENGLISH BRIDGE JUNCTION,SHRWEBJ,0,MCA,349704,312489,999999
ENTWISTLE,ENTWISL,ENT,MSN,372738,417764,999999
EPSOM,EPSM,EPS,MSN,520612,160877,999999
EPSOM,EPSMSW,0,MCA,520612,160877,999999
EPSOM - DOWN SIDINGS,EPSMDS,0,MCA,520350,160706,999999
EPSOM - UP SIDINGS,EPSMUS,0XF,MCA,520350,160706,999999
EPSOM (BALLAST),EPSMBAL,0,MCA,520630,160886,999999
EPSOM DOWNS,EPSDNS,EPD,MSN,522833,159803,999999
EPSOM SIG 444,EPSM444,0,MCA,520612,160877,999999
EPSOM SIG 456,EPSM456,0,MCA,520350,160706,999999
EPSOM SIG W1181,EPSM181,0,MCA,520630,160886,999999
ERDINGTON,ERDNGTN,ERD,MSN,411015,292330,999999
ERIDGE,ERIDGE,ERI,MSN,554213,134544,999999
ERITH,ERITH,ERH,MSN,551113,178118,999999
ERITH LOOP,ERITHLP,0,MCA,552283,176317,999999
ERNESETTLE SDGS MOD (NAVY),STBDERN,0,MCA,244201,59857,999999
ERROL,ERROLLC,0,MCA,325364,724526,888888
ERROL C.E.,ERROLCE,0,MCA,325322,724561,888888
ESHER,ESHER,ESH,MSN,514657,165837,999999
ESHOLT JN,SHPYESJ,0,MCA,419313,441133,999999
ESKMEALS,ESKMLS,0,MCA,308747,494151,999999
ESSENDINE,TALNESS,0,MCA,504698,312350,999999
ESSEX ROAD,ESSEXRD,EXR,MSN,532122,184127,999999
ESSINGTON WOOD SDGS,ESNTNWS,0,MCA,398589,304226,999999
ETCHES PARK SDGS,DRBYEPS,0XE,MCA,436425,335159,999999
ETCHINGHAM,ETCHNGM,ETC,MSN,571385,126337,999999
ETRURIA,ETRURIA,0,MCA,386558,346946,999999
ETRURIA B.S.C.,ETRURBS,0,MCA,386443,347234,999999
EUROTUNNEL BOUNDARY (CTRL),CHUNCTR,0,MCA,619251,136771,999999
EUROTUNNEL DEPOT HEADSHUNT,EUROHS,0,MCA,619883,136651,999999
EUROTUNNEL DIESEL SHED,EURODS,0,MCA,619373,136748,999999
EUSTON BACKING OUT ROADS,EUSTBOR,0,MCA,528923,183244,999999
EUSTON BALLAST,EUSTBAL,0,MCA,529411,182858,999999
EUSTON DOWN CARR SHED NECK,EUSTDCN,0,MCA,528693,183541,999999
EUSTON R.E.S.,EUSTRES,0XE,MCA,528885,183242,999999
EUSTON SIG WM102,EUST102,0,MCA,528864,183346,999999
EUSTON SIG WM104,EUST104,0,MCA,528556,183775,999999
EUSTON SIG WM284,EUST284,0,MCA,528894,183305,999999
EUSTON SIG WM286,EUST286,0,MCA,528610,183699,999999
EUSTON SIG WM308,EUST308,0,MCA,528598,183716,999999
EUSTON SIG WM310,EUST310,0,MCA,528385,184013,999999
EUSTON SIG WM473,EUST473,0,MCA,528926,183261,999999
EUSTON SIG WM488,EUST488,0,MCA,528891,183309,999999
EUSTON SIG WM501,EUST501,0,MCA,528891,183309,999999
EUSTON SIG WM510,EUST510,0,MCA,528902,183294,999999
EUSTON SIG WM512,EUST512,0,MCA,528611,183698,999999
EUSTON SIG WM610,EUST610,0,MCA,528623,183681,999999
EUSTON UP CARRIAGE SHED,EUSTUCS,0XE,MCA,528858,183414,999999
EUXTON BALSHAW LANE,EUXT,EBA,MSN,355708,418377,999999
EUXTON JN,EUXTONJ,0XO,MCA,355331,420465,999999
EUXTON R.O.F. SDGS G.F.,EUXTSGF,0,MCA,356398,419842,999999
EVANTON,EVANTON,0,MCA,261423,866706,888888
EVANTON I.B.,EVNTNIB,0,MCA,261423,866706,888888
EVERSHOT,EVERSHT,0,MCA,359242,104126,999999
EVESHAM,EVESHAM,EVE,MSN,403690,244467,999999
EVESHAM S.B.,EVESSB,0,MCA,403416,244589,999999
EVESHAM WEST JN,EVESWJN,0,MCA,403331,244639,999999
EWELL EAST,EWELLE,EWE,MSN,522578,162153,999999
EWELL WEST,EWELW,EWW,MSN,521473,162679,999999
EXETER ALPHINGTON ROAD,EXETMBS,0,MCA,291728,90808,999999
EXETER ALPHINGTON ROAD GBR,EXETGBR,0,MCA,291865,91089,999999
EXETER CENTRAL,EXETERC,EXC,MSN,291988,93064,999999
EXETER CENTRAL ISU (CE),EXETCCE,0,MCA,291087,93353,999999
EXETER CITY BASIN,EXETRCB,0,MCA,291774,91569,999999
EXETER NEW YARD,EXETRNY,0XF,MCA,291137,93784,999999
EXETER OLD YD-WAGGONERSWAY,EXETOY,0,MCA,291139,93637,999999
EXETER RIVERSIDE N.Y.,EXETRRY,0,MCA,290989,94248,999999
EXETER SIG 679,EXET679,0,MCA,291119,92939,999999
EXETER SIG 730,EXET730,0,MCA,292395,93326,999999
EXETER SIG. 681,EXET681,0,MCA,291736,91608,999999
EXETER ST DAVIDS,EXETRSD,EXD,MSN,291158,93377,999999
EXETER ST DAVIDS FP,EXETRFP,0XX,MCA,291065,93384,999999
EXETER ST DAVIDS PREM TRAN,EXETDPT,0,MCA,291077,93450,999999
EXETER ST DAVIDS SIG 664,EXET664,0,MCA,291103,93887,999999
EXETER ST DAVIDS SIG E335,EXET335,0,MCA,291149,93191,999999
EXETER ST DAVIDS SIG E677,EXET677,0,MCA,291131,93065,999999
EXETER ST DAVIDS SIG. E35,EXETE35,0,MCA,291099,92762,999999
EXETER ST THOMAS,EXETRST,EXT,MSN,291442,91975,999999
EXETER TMD,EXETTMD,0,MCA,291077,93450,999999
EXETR SD CARR SDGS WESSEX,EXETCAR,0,MCA,291087,93353,999999
EXHIBITION CENTRE (GLASGW),EXHIBTC,EXG,MSN,257189,665508,100207
EXHIBITION CENTRE DWN SDG,EXHIBDS,0,MCA,257106,665515,888888
EXMOUTH,EXMOUTH,EXM,MSN,300003,81230,999999
EXMOUTH JN,EXMOTHJ,0,MCA,293537,93696,999999
EXMOUTH JN CE WORKS,EXMOJCW,0,MCA,293733,93767,999999
EXMOUTH JN ISU (CE),EXMOCE,0,MCA,293762,93811,999999
EXTON,EXTON,EXN,MSN,298029,86416,999999
EYNSFORD,EYNSFD,EYN,MSN,553543,164839,999999
FACTORY JN,FACTRYJ,0,MCA,529332,176299,999999
FAIRBOURNE,FRBN,FRB,MSN,261609,312864,999999
FAIRFIELD,FRFD,FRF,MSN,390506,397190,999999
FAIRLIE,FAIRLIE,FRL,MSN,221032,654595,100113
FAIRLIE BRITISH ENERGY,FAIRLSN,0,MCA,221004,654504,888888
FAIRLIE M.O.D.,FAIRMOD,0,MCA,220882,655985,888888
FAIRWATER,FRWATER,FRW,MSN,314446,177928,999999
FAIRWATER YARD,FRWAYD,0,MCA,321313,125619,999999
FAIRWOOD JUNCTION,FRWDJN,WSB,MSN,384189,151114,999999
FALCONWOOD,FALCNWD,FCN,MSN,544612,175428,999999
FALKIRK GRAHAMSTON,FALKRKG,FKG,MSN,288754,680264,100289
FALKIRK HIGH,FALKRKH,FKK,MSN,288304,679076,100287
FALKLAND DGL,FLKLDGL,0,MCA,234111,623524,888888
FALKLAND FREIGHT TERMINAL,FLKLDFT,0,MCA,234184,623774,888888
FALKLAND JN,FLKLJN,0,MCA,234190,623990,888888
FALKLAND S.S.,FLKLNDS,0XF,MCA,234249,623960,888888
FALLS OF CRUACHAN,FLSCRHN,FOC,MSN,207970,726771,100058
FALMER,FAMR,FMR,MSN,534715,108686,999999
FALMOUTH DOCKS,FALMTHD,FAL,MSN,181790,32326,999999
FALMOUTH TOWN,FALMTHT,FMT,MSN,181134,32083,999999
FAREHAM,FAREHAM,FRM,MSN,456929,106329,999999
FAREHAM A.R.C. SIDINGS,FAREARC,0,MCA,456745,106779,999999
FAREHAM NORTH JN,FARENJN,0,MCA,456830,106559,999999
FAREHAM SIG E821,FARE821,0,MCA,456592,107117,999999
FAREHAM SIGNAL E283,FARE283,0,MCA,456846,106530,999999
FAREHAM SIGNAL E822,FARE822,0,MCA,456628,107031,999999
FAREHAM SIGNAL E825,FARE825,0,MCA,456832,106566,999999
FARINGTON CURVE JN,FRNGTNC,0,MCA,353791,426401,999999
FARINGTON JN,FRNGTNJ,0,MCA,354249,424642,999999
FARLINGTON JN,FRLNGTJ,0,MCA,467393,104762,999999
FARNBOROUGH (MAIN),FRBRMN,FNB,MSN,486832,156033,999999
FARNBOROUGH COUNTRY END,FRNBRCE,0,MCA,486651,156008,999999
FARNBOROUGH LONDON END,FRNBRLE,0,MCA,487537,156206,999999
FARNBOROUGH NORTH,FRBRNTH,FNN,MSN,487718,156680,999999
FARNBOROUGH SIG BE5100,FRNB100,0,MCA,486651,156008,999999
FARNBOROUGH SIGNAL YW4,FRBRYW4,0,MCA,486832,156033,999999
FARNCOMBE,FRNCMB,FNC,MSN,497592,145117,999999
FARNHAM,FARNHAM,FNH,MSN,484434,146525,999999
FARNHAM C.S.D.,FARNHMD,0XF,MCA,484088,146240,999999
FARNHAM SIGNAL FN3,FARNF3,0,MCA,483874,146126,999999
FARNHAM SIGNAL FN30,FARNF30,0,MCA,483694,146041,999999
FARNHAM SIGNAL WK438,FARN438,0,MCA,483791,146090,999999
FARNHAM SIGNAL WK445,FARN445,0,MCA,483693,146043,999999
FARNINGHAM ROAD,FRNNGRD,FNR,MSN,555652,169326,999999
FARNWORTH,FRNW,FNW,MSN,374368,406039,999999
FARRINGDON,FNTLSR,0,MCA,531527,181935,999999
FARRINGDON <LUL>(LONDON),FRNDNLT,ZFD,MSN,531527,181935,999999
FAULDHOUSE,FAULDHS,FLD,MSN,292385,660134,100292
FAVERSHAM,FAVRSHM,FAV,MSN,601584,160901,999999
FAVERSHAM BK ROAD,FAVRBRD,0,MCA,601633,160868,999999
FAVERSHAM C.H.S.,FAVRCHS,0,MCA,601584,160901,999999
FAVERSHAM DOWN RECEPTION,FAVRDNR,0,MCA,601870,160820,999999
